,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
6227,Sasha Pavlovic,23.29,7.2,-0.8,0.9,0.2,-3.6,-5.1,-0.9,5.0,13.284313725490197
6228,Oleksiy Pecherov,9.14,9.6,-0.2,0.2,0.0,-3.3,-7.3,-0.4,1.0,6.378571428571429
6229,Kendrick Perkins,24.51,13.3,1.9,4.3,6.2,-1.7,2.6,2.2,3.0,17.016025641025642
6230,Morris Peterson,23.63,11.2,2.1,1.7,3.8,0.5,-0.1,0.9,8.0,14.717105263157896
6231,Johan Petro,18.19,10.0,-1.1,1.5,0.4,-5.5,-5.5,-1.1,1.0,13.20486111111111
6232,Eric Piatkowski,7.06,8.3,0.1,0.0,0.1,-0.6,-3.8,-0.1,14.0,4.53125
6233,Paul Pierce,35.92,19.6,6.7,5.7,12.4,3.3,4.7,4.9,10.0,35.425
6234,Mickael Pietrus,19.94,12.7,1.4,1.4,2.8,-0.2,0.3,0.8,5.0,16.151515151515152
6235,James Posey,24.61,12.0,2.2,4.0,6.2,0.5,2.9,2.3,9.0,17.635135135135137
6236,Leon Powe,14.45,20.9,2.7,1.6,4.3,0.6,-0.9,0.2,2.0,13.196428571428571
6237,Josh Powell,19.19,10.7,0.1,1.0,1.1,-3.9,-4.1,-0.7,1.0,12.015625
6238,Kasib Powell,27.64,9.0,-0.2,0.2,0.0,-3.1,-3.9,-0.1,1.0,16.704545454545453
6239,Ronnie Price,9.64,12.3,0.5,0.6,1.1,0.1,-1.3,0.1,3.0,7.598360655737705
6240,Tayshaun Prince,32.85,15.6,4.3,3.2,7.5,1.0,1.6,2.5,6.0,24.859756097560975
6241,Gabe Pruitt,6.33,8.3,-0.1,0.2,0.1,-4.1,-4.8,-0.1,1.0,4.483333333333333
6242,Joel Przybilla,23.62,12.3,1.6,2.7,4.3,-3.2,-1.3,0.3,2.0,15.574675324675324
6243,Chris Quinn,22.33,13.8,1.9,0.7,2.6,0.3,-1.6,0.1,2.0,16.4875
6244,Vladimir Radmanovic,22.82,12.6,2.0,1.5,3.5,1.4,1.0,1.1,7.0,16.78846153846154
6245,Zach Randolph,32.52,18.0,0.9,2.0,3.0,-1.0,-1.5,0.3,6.0,31.442028985507246
6246,Theo Ratliff,16.81,11.9,0.2,0.6,0.8,-3.4,-0.2,0.2,2.0,11.673076923076923
6247,Michael Redd,37.53,18.8,5.6,0.2,5.8,3.4,0.5,1.7,8.0,34.75
6248,J.J. Redick,8.12,12.7,0.3,0.2,0.5,-0.9,-4.3,-0.2,2.0,5.875
6249,Jason Richardson,38.4,18.4,4.8,2.6,7.4,3.5,2.8,3.8,7.0,37.93292682926829
6250,Jeremy Richardson,4.89,4.2,-0.2,0.1,-0.1,-5.5,-9.9,-0.3,1.0,2.2037037037037037
6251,Quentin Richardson,28.32,8.5,-0.6,0.9,0.3,-2.4,-2.7,-0.3,8.0,17.523076923076925
6252,Luke Ridnour,20.05,11.3,0.3,0.6,0.9,-2.0,-4.0,-0.6,5.0,14.87295081967213
6253,Nate Robinson,26.15,15.3,2.5,0.7,3.2,2.0,0.0,0.9,3.0,22.131944444444443
6254,Sergio Rodriguez,8.72,9.0,-0.7,0.5,-0.2,-3.4,-5.2,-0.5,2.0,5.871527777777778
6255,Rajon Rondo,29.95,15.6,2.3,4.9,7.2,-0.1,2.6,2.7,2.0,24.305194805194805
6256,Malik Rose,10.08,7.3,-0.9,0.4,-0.5,-6.2,-7.2,-0.6,12.0,6.6020408163265305
6257,Quinton Ross,19.8,7.6,-0.3,1.0,0.7,-3.9,-3.2,-0.5,4.0,10.203947368421053
6258,Brandon Roy,37.73,19.4,5.9,2.1,8.0,3.6,3.5,3.9,2.0,35.13513513513514
6259,Kareem Rush,21.18,10.0,-0.2,1.2,1.0,-1.9,-3.1,-0.4,5.0,14.901408450704226
6260,John Salmons,31.07,13.9,2.0,1.7,3.7,-0.5,-0.6,0.9,6.0,22.820987654320987
6261,Brian Scalabrine,10.67,5.1,-0.3,0.9,0.6,-3.8,-2.4,-0.1,7.0,5.192708333333333
6262,Luis Scola,24.68,16.1,2.8,3.7,6.5,-0.9,0.4,1.3,1.0,19.524390243902438
6263,Thabo Sefolosha,20.81,11.4,-0.3,1.8,1.5,-2.6,-1.3,0.3,2.0,15.192028985507246
6264,Ramon Sessions,26.47,16.2,0.5,0.2,0.7,-0.9,-3.1,-0.1,1.0,23.33823529411765
6265,Bobby Simmons,21.73,10.3,0.2,0.5,0.7,-1.5,-3.4,-0.5,6.0,13.875
6266,Brian Skinner,12.79,11.4,-0.2,1.4,1.2,-4.8,-2.6,-0.1,2.0,10.030303030303031
6267,Craig Smith,20.09,16.7,2.7,0.9,3.5,-0.2,-1.8,0.1,2.0,15.405844155844155
6268,J.R. Smith,19.2,18.1,2.5,1.3,3.7,3.9,1.2,1.2,4.0,19.614864864864863
6269,Jason Smith,14.57,10.7,0.2,1.4,1.5,-4.0,-3.8,-0.5,1.0,9.447368421052632
6270,Joe Smith,22.42,16.1,2.4,1.8,4.1,-1.3,-2.1,0.0,13.0,18.435064935064936
6271,Josh Smith,35.47,19.0,1.2,4.6,5.8,-0.7,3.1,3.7,4.0,38.123456790123456
6272,Eric Snow,13.86,3.1,-0.4,0.3,-0.1,-7.2,-7.4,-0.4,13.0,5.5
6273,Kirk Snyder,21.14,13.3,0.6,0.5,1.1,-1.6,-1.2,0.2,4.0,14.23611111111111
6274,Darius Songaila,19.42,11.8,0.6,1.2,1.7,-2.2,-2.2,-0.1,4.0,13.0125
6275,Jerry Stackhouse,24.34,13.3,1.2,1.1,2.3,0.4,-1.3,0.2,13.0,18.07758620689655
6276,DeShawn Stevenson,31.27,12.6,3.2,0.9,4.1,1.3,-0.4,1.1,8.0,21.75
6277,Peja Stojakovic,35.21,15.7,5.8,2.4,8.1,3.0,1.8,2.6,10.0,27.357142857142858
6278,Awvee Storey,9.96,11.5,0.1,0.0,0.2,-1.4,-4.0,-0.1,3.0,6.5673076923076925
6279,Damon Stoudamire,17.28,8.9,-0.9,0.8,-0.1,-2.7,-4.1,-0.6,13.0,11.679166666666667
6280,Salim Stoudamire,11.49,11.1,0.1,0.1,0.3,-1.2,-6.2,-0.4,3.0,8.778571428571428
6281,Amar'e Stoudemire,33.89,27.6,10.9,3.8,14.6,3.5,3.9,4.0,6.0,43.15506329113924
6282,D.J. Strawberry,8.18,6.2,-0.4,0.2,-0.2,-4.5,-5.1,-0.2,1.0,5.378787878787879
6283,Rodney Stuckey,18.96,13.8,0.4,1.6,2.0,-1.6,-1.1,0.3,1.0,15.267543859649123
6284,Stromile Swift,15.07,14.8,0.6,0.8,1.4,-3.5,-3.4,-0.3,8.0,12.276785714285714
6285,Wally Szczerbiak,23.15,13.9,2.0,0.9,2.9,-0.2,-2.6,-0.3,9.0,18.033333333333335
6286,Sebastian Telfair,32.22,10.4,0.2,0.5,0.7,-1.7,-3.7,-0.8,4.0,21.4125
6287,Jason Terry,31.45,17.8,6.1,2.5,8.6,3.7,2.7,3.1,9.0,26.920731707317074
6288,Billy Thomas,3.82,-1.9,-0.2,0.0,-0.1,-7.4,-13.5,-0.1,3.0,1.5909090909090908
6289,Kurt Thomas,22.63,14.2,1.3,2.7,4.1,-2.4,0.4,1.0,11.0,18.20357142857143
6290,Tim Thomas,30.79,12.2,0.3,1.4,1.7,-0.3,-0.6,0.7,11.0,23.80952380952381
6291,Tyrus Thomas,17.97,14.6,0.4,2.1,2.4,-3.1,-0.7,0.5,2.0,16.23310810810811
6292,Al Thornton,27.32,12.7,-0.5,1.6,1.1,-2.5,-3.8,-1.0,1.0,20.78481012658228
6293,Jamaal Tinsley,33.15,12.8,-0.6,1.3,0.8,-1.3,-2.0,0.0,7.0,29.615384615384617
6294,Alando Tucker,8.0,11.8,0.0,0.0,0.0,-4.5,-11.8,-0.1,1.0,5.875
6295,Ronny Turiaf,18.69,15.0,2.0,2.1,4.2,-1.5,1.1,1.1,2.0,16.42948717948718
6296,Hedo Turkoglu,36.9,17.8,5.6,3.5,9.0,2.9,3.3,4.1,8.0,34.83841463414634
6297,Ime Udoka,18.03,11.5,0.2,2.6,2.8,-1.8,0.2,0.7,4.0,12.527397260273972
6298,Beno Udrih,32.0,13.3,1.5,0.9,2.4,-0.2,-1.7,0.1,4.0,23.369230769230768
6299,Anderson Varejao,27.5,12.0,0.5,1.9,2.4,-3.2,-1.6,0.1,4.0,18.213541666666668
6300,Jacque Vaughn,15.39,9.2,0.3,1.4,1.6,-3.9,-4.8,-0.8,11.0,8.33445945945946
6301,Charlie Villanueva,24.07,14.9,0.9,0.9,1.7,-1.4,-4.0,-0.9,3.0,20.67105263157895
6302,Marcus Vinicius,5.31,11.6,0.0,0.1,0.1,-1.2,-3.7,0.0,2.0,3.269230769230769
6303,Sasha Vujacic,17.76,15.1,2.4,1.2,3.6,2.1,-0.2,0.6,4.0,14.76736111111111
6304,Dwyane Wade,38.31,21.5,1.8,1.5,3.3,3.0,3.0,2.5,5.0,41.10294117647059
6305,Von Wafer,5.31,1.0,-0.6,0.1,-0.5,-9.2,-12.1,-0.4,2.0,2.5344827586206895
6306,Antoine Walker,19.39,11.4,-0.5,0.5,0.1,-0.8,-2.9,-0.2,12.0,15.070652173913043
6307,Ben Wallace,30.62,12.0,0.1,3.5,3.6,-2.9,1.5,2.0,8.0,20.677083333333332
6308,Gerald Wallace,38.32,17.5,1.8,2.8,4.6,0.9,2.3,2.6,7.0,36.28629032258065
6309,Rasheed Wallace,30.47,17.2,2.5,5.1,7.6,0.6,4.0,3.6,13.0,29.477272727272727
6310,Luke Walton,23.36,12.3,1.2,2.0,3.2,-0.9,-0.2,0.8,5.0,16.763513513513512
6311,Hakim Warrick,23.39,16.2,2.5,0.8,3.3,-0.9,-3.1,-0.5,2.0,18.29
6312,Darius Washington,8.11,9.0,-0.2,0.2,0.0,-4.3,-4.2,-0.1,1.0,5.0
6313,C.J. Watson,11.5,11.0,0.3,0.1,0.4,-1.8,-3.6,-0.2,1.0,7.15625
6314,Earl Watson,29.09,14.6,1.7,1.1,2.9,0.2,-1.6,0.3,7.0,24.17948717948718
6315,Martell Webster,28.43,12.0,1.8,1.7,3.5,0.4,0.0,1.1,3.0,19.086666666666666
6316,Bonzi Wells,21.4,14.4,-0.1,3.0,3.0,-2.9,-1.0,0.4,10.0,17.55821917808219
6317,David West,37.76,19.9,4.3,4.0,8.4,-0.2,1.1,2.3,5.0,36.9046052631579
6318,Delonte West,25.13,12.1,-0.2,1.5,1.3,-1.8,-1.4,0.2,4.0,18.89344262295082
6319,Mario West,4.2,8.6,0.2,0.2,0.5,-1.9,-1.9,0.0,1.0,2.41796875
6320,Chris Wilcox,28.05,16.3,1.7,1.6,3.4,-0.9,-0.9,0.5,4.0,23.443548387096776
6321,Damien Wilkins,24.25,11.3,-0.1,1.2,1.0,-1.4,-1.9,0.1,4.0,17.25657894736842
6322,Mike Wilks,12.53,8.6,0.0,0.2,0.2,-2.6,-2.9,0.0,6.0,6.333333333333333
6323,Deron Williams,37.3,20.8,8.9,2.3,11.3,4.3,2.1,3.2,3.0,38.832317073170735
6324,Jason Williams,28.15,12.7,1.0,1.1,2.1,-0.2,-2.2,-0.1,10.0,20.705223880597014
6325,Lou Williams,23.28,16.7,2.5,1.8,4.4,1.0,-0.2,0.8,3.0,20.440625
6326,Marcus Williams,16.11,11.0,-0.4,0.5,0.2,-1.6,-3.9,-0.4,2.0,12.19811320754717
6327,Marvin Williams,34.56,14.5,3.6,2.1,5.7,-1.0,-1.6,0.3,3.0,25.790625
6328,Mo Williams,36.52,17.0,4.1,0.5,4.5,2.6,0.2,1.4,5.0,31.810606060606062
6329,Shawne Williams,14.88,12.8,0.4,1.0,1.4,-1.4,-2.3,-0.1,2.0,12.36923076923077
6330,Shelden Williams,12.12,11.9,0.4,0.8,1.2,-3.9,-5.0,-0.6,2.0,8.6796875
6331,Metta World,38.11,18.8,2.4,2.2,4.7,2.2,2.7,2.6,9.0,37.328947368421055
6332,Antoine Wright,22.0,8.4,0.0,0.8,0.8,-2.4,-2.8,-0.2,3.0,12.566964285714286
6333,Dorell Wright,25.09,14.4,1.2,1.1,2.2,-2.3,-0.8,0.3,4.0,18.545454545454547
6334,Julian Wright,11.23,15.4,0.7,0.9,1.7,-1.0,0.6,0.4,1.0,8.135964912280702
6335,Nick Young,15.44,11.6,-0.1,0.6,0.4,-2.5,-5.6,-1.1,1.0,10.77
6336,Thaddeus Young,21.0,16.5,2.6,2.0,4.5,0.3,0.6,1.0,1.0,15.39527027027027
6337,Alex Acker,7.96,10.4,-0.1,0.1,0.0,-3.6,-6.0,-0.2,1.0,5.27
6338,Arron Afflalo,16.68,8.9,0.8,1.0,1.8,-1.7,-2.4,-0.1,2.0,8.962837837837839
6339,Maurice Ager,4.85,2.2,-0.3,0.0,-0.3,-8.5,-12.8,-0.3,3.0,2.45
6340,Blake Ahearn,6.33,12.9,0.0,0.0,0.1,0.6,-1.1,0.0,2.0,5.333333333333333
6341,Alexis Ajinca,5.87,7.0,-0.3,0.3,-0.1,-8.1,-9.3,-0.3,1.0,3.967741935483871
6342,LaMarcus Aldridge,37.09,19.1,6.1,3.3,9.5,1.2,1.9,3.0,3.0,32.29320987654321
6343,Joe Alexander,12.14,10.1,-0.3,0.7,0.4,-3.4,-3.3,-0.2,1.0,8.716101694915254
6344,Malik Allen,11.82,7.3,-0.2,0.5,0.3,-4.5,-4.6,-0.4,6.0,6.6479591836734695
6345,Ray Allen,36.41,17.3,7.4,3.7,11.1,4.3,3.9,4.3,13.0,29.765822784810126
6346,Tony Allen,19.28,12.9,-0.2,1.8,1.6,-2.7,-0.3,0.4,5.0,14.391304347826088
6347,Morris Almond,10.2,7.3,-0.1,0.2,0.1,-4.7,-6.8,-0.3,2.0,5.85
6348,Rafer Alston,31.78,13.8,1.7,3.7,5.3,0.4,1.0,1.9,10.0,25.649350649350648
6349,Lou Amundson,13.74,13.3,0.8,1.0,1.8,-1.3,-0.5,0.4,1.0,10.115131578947368
6350,Chris Andersen,20.56,18.1,2.5,2.8,5.4,-1.2,3.4,2.0,5.0,19.869718309859156
6351,Ryan Anderson,19.88,13.6,1.3,1.2,2.5,-0.1,-1.1,0.3,1.0,15.893939393939394
6352,Carmelo Anthony,34.5,19.0,2.4,2.6,5.0,0.8,0.3,1.3,6.0,36.72348484848485
6353,Gilbert Arenas,31.5,18.9,0.2,0.0,0.2,2.5,-1.7,0.0,8.0,36.5
6354,Trevor Ariza,24.38,15.5,2.5,3.5,6.1,1.0,3.1,2.6,5.0,20.192073170731707
6355,Hilton Armstrong,15.6,10.7,0.2,1.3,1.5,-3.4,-2.3,-0.1,1.0,9.128571428571428
6356,Darrell Arthur,19.26,11.3,-0.1,1.8,1.7,-3.9,-3.1,-0.4,1.0,13.539473684210526
6357,Chucky Atkins,12.48,6.2,-0.3,0.2,-0.2,-3.9,-7.2,-0.5,10.0,6.901515151515151
6358,D.J. Augustin,26.5,14.9,3.6,1.5,5.1,1.6,-0.7,0.6,1.0,20.60763888888889
6359,Kelenna Azubuike,32.09,14.7,3.6,0.5,4.1,0.9,-0.7,0.8,3.0,25.56756756756757
6360,Renaldo Balkman,14.72,16.8,1.3,1.3,2.6,0.5,2.7,0.9,3.0,12.231132075471699
6361,Marcus Banks,9.36,7.8,-0.3,0.2,0.0,-4.6,-5.4,-0.2,6.0,5.943181818181818
6362,Leandro Barbosa,24.36,19.4,4.0,1.0,5.0,3.2,1.2,1.4,6.0,23.689285714285713
6363,J.J. Barea,20.25,13.4,1.2,1.0,2.2,-0.1,-1.9,0.1,3.0,15.414556962025317
6364,Andrea Bargnani,31.45,14.6,1.8,2.0,3.9,-0.4,-0.8,0.7,3.0,26.740384615384617
6365,Matt Barnes,27.04,12.6,1.6,1.4,3.0,0.9,0.5,1.3,6.0,21.73051948051948
6366,Brent Barry,15.3,9.2,0.4,1.1,1.5,-0.9,-0.5,0.3,14.0,8.433035714285714
6367,Brandon Bass,19.43,16.4,2.5,1.6,4.1,-1.6,-2.1,-0.1,3.0,15.648148148148149
6368,Maceo Baston,8.04,12.3,0.2,0.2,0.5,-2.4,-1.7,0.0,2.0,5.648148148148148
6369,Tony Battie,15.61,11.9,0.7,2.1,2.8,-3.4,-2.2,0.0,11.0,9.909090909090908
6370,Shane Battier,33.85,10.7,2.3,2.9,5.2,0.4,3.4,2.8,8.0,20.291666666666668
6371,Nicolas Batum,18.41,12.9,2.1,1.6,3.7,1.2,2.5,1.7,1.0,12.436708860759493
6372,Jerryd Bayless,12.36,8.2,-0.2,0.5,0.3,-3.8,-5.4,-0.6,1.0,7.481132075471698
6373,Michael Beasley,24.8,17.2,1.2,2.2,3.4,-2.4,-4.3,-1.2,1.0,22.132716049382715
6374,Marco Belinelli,21.0,11.8,0.4,0.1,0.5,-0.2,-3.2,-0.3,2.0,15.285714285714286
6375,Charlie Bell,25.47,9.8,0.9,1.2,2.2,-0.4,-1.5,0.2,5.0,15.507142857142858
6376,Raja Bell,34.55,10.7,2.0,1.6,3.6,0.2,-0.4,0.9,8.0,21.152985074626866
6377,Mike Bibby,34.68,16.3,4.4,2.5,6.9,2.6,1.7,2.6,11.0,29.544303797468356
6378,Andris Biedrins,30.05,19.1,3.3,2.1,5.4,0.6,2.6,2.1,2.0,29.947580645161292
6379,Chauncey Billups,35.3,18.8,7.9,2.2,10.1,4.2,2.5,3.2,12.0,34.949367088607595
6380,Steve Blake,31.71,14.4,4.1,1.7,5.8,2.7,1.7,2.0,6.0,23.753623188405797
6381,Andray Blatche,23.99,15.0,0.2,1.2,1.4,-1.9,-1.5,0.2,4.0,20.323943661971832
6382,Mark Blount,10.35,8.7,-0.3,0.2,-0.1,-6.1,-9.0,-0.4,4.0,6.8125
6383,Keith Bogans,19.57,9.7,0.7,1.9,2.5,-0.9,-0.1,0.6,6.0,12.526923076923078
6384,Matt Bonner,23.8,15.0,3.8,3.0,6.8,1.6,2.6,2.2,5.0,17.604938271604937
6385,Chris Bosh,38.03,22.1,6.6,3.1,9.7,2.0,2.4,3.3,6.0,40.58116883116883
6386,Bruce Bowen,18.82,5.4,0.3,1.9,2.2,-3.0,-1.3,0.2,12.0,6.8
6387,Corey Brewer,20.47,11.2,0.1,0.3,0.3,-1.6,-0.8,0.1,2.0,14.216666666666667
6388,Ronnie Brewer,32.16,16.1,3.9,2.9,6.8,1.0,2.0,2.7,3.0,24.70679012345679
6389,Aaron Brooks,24.98,12.9,1.4,2.2,3.6,0.2,-1.3,0.4,2.0,19.096875
6390,Bobby Brown,13.69,8.9,-0.5,-0.1,-0.6,-2.4,-7.2,-1.2,1.0,8.959558823529411
6391,Dee Brown,13.74,6.6,-0.2,0.1,-0.1,-3.2,-4.9,-0.2,13.0,7.131578947368421
6392,Devin Brown,13.79,9.7,-0.8,1.0,0.1,-3.8,-5.0,-0.7,7.0,9.365079365079366
6393,Shannon Brown,9.94,12.9,0.1,0.6,0.7,-2.2,-2.9,-0.1,3.0,7.151041666666667
6394,Kobe Bryant,36.1,24.4,8.6,4.0,12.7,4.8,4.5,4.9,13.0,44.13109756097561
6395,Greg Buckner,13.94,6.3,-0.4,0.7,0.3,-3.6,-3.2,-0.3,10.0,6.75
6396,Caron Butler,38.58,18.8,3.4,1.1,4.5,2.6,1.8,2.5,7.0,36.51865671641791
6397,Rasual Butler,31.88,11.8,2.2,2.4,4.6,-0.3,-0.5,1.0,7.0,20.28048780487805
6398,Will Bynum,14.09,17.4,0.5,0.8,1.3,0.2,-1.7,0.1,2.0,12.807017543859649
6399,Jose Calderon,34.31,18.8,6.2,1.3,7.5,3.3,0.9,1.7,4.0,31.511029411764707
6400,Marcus Camby,31.05,18.7,2.3,2.9,5.2,-2.0,1.8,1.8,12.0,30.548387096774192
6401,Brian Cardinal,14.2,8.1,0.1,0.7,0.9,-1.8,-0.8,0.3,9.0,8.44140625
6402,Rodney Carney,17.9,12.1,0.7,0.8,1.5,-0.2,-1.5,0.2,3.0,12.813432835820896
6403,Matt Carroll,11.2,5.5,-0.8,0.7,-0.1,-5.2,-5.4,-0.5,6.0,5.672727272727273
6404,Anthony Carter,22.91,10.8,-0.3,2.1,1.8,-2.2,-1.8,0.1,8.0,15.85576923076923
6405,Vince Carter,36.83,19.3,5.7,1.8,7.5,3.5,2.5,3.4,11.0,37.003125
6406,Mario Chalmers,32.02,13.3,2.1,3.1,5.2,0.4,0.8,1.8,1.0,24.125
6407,Wilson Chandler,33.35,12.9,1.0,2.1,3.1,-1.2,-0.9,0.8,2.0,26.817073170731707
6408,Mardy Collins,18.54,9.5,-0.5,0.4,-0.1,-3.6,-4.2,-0.5,3.0,11.552083333333334
6409,Nick Collison,25.79,14.8,3.0,2.0,5.0,-0.5,0.6,1.2,5.0,18.964788732394368
6410,Mike Conley,30.59,14.3,2.7,1.9,4.5,0.5,-0.2,1.1,2.0,22.878048780487806
6411,Brian Cook,5.7,7.6,-0.3,0.3,0.0,-5.3,-6.9,-0.2,6.0,4.125
6412,Daequan Cook,24.44,10.3,0.9,1.3,2.2,-0.7,-3.0,-0.5,2.0,16.176666666666666
6413,Jamal Crawford,38.14,15.1,3.3,0.0,3.3,1.7,-1.7,0.2,9.0,32.58461538461538
6414,Joe Crawford,11.5,10.8,0.0,0.0,0.0,-3.0,-5.6,0.0,1.0,9.5
6415,Javaris Crittenton,18.63,10.4,-0.3,0.3,0.0,-2.6,-3.6,-0.5,2.0,11.115079365079366
6416,Austin Croshere,7.14,14.2,0.0,0.1,0.1,-1.8,-2.9,0.0,12.0,6.303571428571429
6417,Samuel Dalembert,24.83,13.2,0.5,3.5,4.0,-4.2,-2.5,-0.3,5.0,18.984756097560975
6418,Antonio Daniels,13.8,12.1,0.9,0.6,1.5,-2.2,-5.0,-0.8,12.0,8.972972972972974
6419,Marquis Daniels,31.48,12.8,-0.1,1.4,1.3,-1.6,-1.9,0.0,6.0,23.564814814814813
6420,Baron Davis,34.58,14.5,-0.9,1.5,0.6,0.5,-0.5,0.9,10.0,33.51923076923077
6421,Glen Davis,21.54,10.7,1.0,2.7,3.7,-2.1,-1.0,0.4,1.0,13.710526315789474
6422,Paul Davis,11.85,10.7,0.1,0.2,0.2,-3.9,-5.6,-0.3,1.0,7.898148148148148
6423,Ricky Davis,21.81,7.1,-0.6,0.2,-0.4,-3.2,-5.7,-0.7,11.0,12.868055555555555
6424,Luol Deng,33.98,14.7,1.3,1.6,3.0,-1.1,-0.8,0.5,5.0,26.372448979591837
6425,Boris Diaw,34.0,14.4,1.9,2.8,4.7,0.6,1.6,2.5,6.0,25.493827160493826
6426,Yakhouba Diawara,13.51,6.4,0.1,0.4,0.5,-2.0,-4.2,-0.5,3.0,6.48015873015873
6427,Travis Diener,13.07,13.7,1.3,0.6,1.9,0.8,-0.5,0.3,4.0,10.377272727272727
6428,Ike Diogu,7.41,20.3,0.6,0.1,0.7,-0.4,-5.6,-0.2,1.0,6.543103448275862
6429,Juan Dixon,16.32,9.3,-0.8,0.2,-0.5,-3.2,-5.6,-0.8,7.0,10.815
6430,Keyon Dooling,26.94,13.6,2.8,0.9,3.7,0.8,-1.1,0.4,9.0,19.37987012987013
6431,Quincy Douby,11.11,10.2,0.0,0.0,0.0,-2.2,-5.9,-0.3,3.0,7.814814814814815
6432,Chris Douglas-Roberts,13.3,12.2,0.4,0.2,0.6,-2.7,-5.0,-0.4,1.0,8.301136363636363
6433,Goran Dragic,13.24,9.8,-0.3,0.4,0.1,-2.1,-3.3,-0.2,1.0,9.45
6434,Jared Dudley,16.99,13.5,1.6,1.1,2.7,0.6,0.8,0.8,2.0,11.75
6435,Chris Duhon,36.78,12.2,3.1,1.0,4.2,0.1,-1.4,0.4,5.0,25.924050632911392
6436,Tim Duncan,33.65,24.4,5.0,5.0,10.1,1.1,4.6,4.2,12.0,38.836666666666666
6437,Mike Dunleavy,27.5,14.4,0.1,0.4,0.5,-0.1,-2.1,0.0,19.0,25.0
6438,Kevin Durant,38.99,20.8,5.2,2.7,7.9,2.2,1.8,2.8,2.0,40.263513513513516
6439,Monta Ellis,35.68,14.5,-0.1,0.3,0.2,-1.5,-3.3,-0.3,4.0,30.98
6440,Francisco Elson,16.56,10.3,0.5,1.3,1.8,-2.5,0.1,0.5,6.0,10.152542372881356
6441,Maurice Evans,23.0,11.1,2.3,1.5,3.8,0.5,-0.5,0.7,6.0,13.784375
6442,Reggie Evans,14.39,10.4,0.3,1.6,1.9,-3.3,-3.1,-0.3,5.0,8.604430379746836
6443,Jordan Farmar,18.34,9.9,-0.7,1.5,0.8,-2.4,-2.9,-0.3,3.0,13.076923076923077
6444,Desmon Farmer,18.0,0.4,-0.1,0.1,-0.1,-6.2,-8.4,-0.1,2.0,6.666666666666667
6445,Raymond Felton,37.63,13.7,0.6,3.7,4.3,-0.6,-0.1,1.4,4.0,30.307926829268293
6446,Rudy Fernandez,25.55,15.5,4.3,1.8,6.1,3.6,3.1,2.5,1.0,19.689102564102566
6447,Michael Finley,28.84,11.4,1.6,2.8,4.4,-0.6,-0.5,0.9,14.0,17.49074074074074
6448,Derek Fisher,29.77,12.1,3.6,2.7,6.3,0.9,0.6,1.6,13.0,20.71951219512195
6449,T.J. Ford,30.51,16.6,2.6,1.7,4.3,0.7,-0.2,1.0,5.0,28.10810810810811
6450,Jeff Foster,24.7,13.0,2.3,1.9,4.2,-0.5,1.6,1.7,10.0,17.506756756756758
6451,Randy Foye,35.63,13.7,2.0,1.1,3.1,0.9,-0.4,1.0,3.0,28.914285714285715
6452,Channing Frye,11.84,10.0,0.0,0.8,0.8,-3.4,-4.3,-0.4,4.0,7.849206349206349
6453,Dan Gadzuric,14.04,12.2,0.4,1.4,1.8,-3.0,-0.6,0.3,6.0,10.593283582089553
6454,Danilo Gallinari,14.71,13.4,0.7,0.3,1.0,0.7,-0.6,0.1,1.0,11.223214285714286
6455,Francisco Garcia,30.38,14.1,1.7,0.7,2.4,0.3,-0.1,0.9,4.0,24.66923076923077
6456,Thomas Gardner,6.12,1.5,-0.3,0.1,-0.2,-7.1,-9.7,-0.2,2.0,2.84375
6457,Kevin Garnett,31.09,21.2,3.0,4.1,7.1,0.2,4.0,2.7,14.0,32.56578947368421
6458,Marc Gasol,30.74,16.7,3.7,2.7,6.4,-0.2,1.2,2.1,1.0,24.51829268292683
6459,Pau Gasol,37.02,22.2,9.8,4.2,13.9,3.3,5.0,5.3,8.0,36.68518518518518
6460,Rudy Gay,37.28,15.3,0.7,2.6,3.3,-0.7,-1.4,0.5,3.0,30.170886075949365
6461,Devean George,16.47,7.0,0.1,0.6,0.6,-2.0,-1.8,0.0,10.0,7.761627906976744
6462,Daniel Gibson,23.93,10.1,1.5,2.3,3.8,-0.3,-0.7,0.6,3.0,14.98
6463,Manu Ginobili,26.84,22.9,2.7,2.3,5.0,4.2,6.0,2.4,7.0,30.022727272727273
6464,Ryan Gomes,31.88,12.5,1.3,1.3,2.5,-0.3,-1.3,0.5,4.0,22.704268292682926
6465,Drew Gooden,24.78,16.3,1.1,1.6,2.7,-2.2,-3.5,-0.5,7.0,21.642156862745097
6466,Ben Gordon,36.57,17.0,5.2,1.7,6.9,2.7,0.6,1.9,5.0,32.09756097560975
6467,Eric Gordon,34.32,14.9,3.9,0.7,4.6,1.4,-0.4,1.1,1.0,26.33653846153846
6468,Marcin Gortat,12.6,17.0,1.4,1.9,3.3,-2.3,0.6,0.5,1.0,10.948412698412698
6469,Joey Graham,19.76,11.9,1.1,1.1,2.2,-2.2,-3.5,-0.6,4.0,13.032051282051283
6470,Stephen Graham,13.15,8.5,-0.4,0.4,0.0,-3.8,-6.7,-0.8,4.0,8.288461538461538
6471,Danny Granger,36.18,21.8,5.6,2.4,8.0,3.8,2.9,3.0,4.0,42.67164179104478
