,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
1620,Jack Haley,3.77,11.9,-0.2,0.2,0.0,-7.6,-10.9,-0.3,2.0,3.411290322580645
1621,Tom Hammonds,13.66,14.7,1.7,0.9,2.6,-1.7,-3.5,-0.4,5.0,9.95357142857143
1622,Darrin Hancock,9.22,11.2,-0.1,0.5,0.4,-3.2,-3.0,-0.1,1.0,5.548913043478261
1623,Anfernee Hardaway,37.68,20.8,8.2,2.5,10.7,4.9,4.2,4.5,2.0,38.48376623376623
1624,Tim Hardaway,37.44,18.3,4.4,0.7,5.1,4.2,1.5,2.1,5.0,40.01209677419355
1625,Jerome Harmon,15.8,10.1,-0.1,0.1,0.0,-3.5,-3.7,-0.1,1.0,9.925
1626,Derek Harper,33.95,12.6,3.2,3.1,6.4,0.4,-0.4,1.1,8.0,24.196875
1627,Ron Harper,19.95,12.2,-0.2,2.6,2.4,-2.1,-0.7,0.5,17.0,14.7987012987013
1628,Lucious Harris,21.46,15.1,3.1,1.0,4.1,0.8,-0.4,0.7,2.0,16.848101265822784
1629,Tony Harris,6.0,17.6,0.1,0.0,0.1,-1.5,-10.4,0.0,3.0,5.25
1630,Antonio Harvey,9.69,10.3,-0.2,0.6,0.4,-4.8,-4.1,-0.3,1.0,7.038135593220339
1631,Hersey Hawkins,33.3,16.3,5.3,3.4,8.7,2.6,3.4,3.7,11.0,27.298780487804876
1632,Steve Henson,10.27,12.1,0.7,0.3,1.0,-0.3,-3.9,-0.2,4.0,7.614864864864865
1633,Carl Herrera,21.82,11.7,0.6,1.5,2.1,-2.8,-2.2,-0.1,3.0,13.967213114754099
1634,Rod Higgins,9.2,6.1,0.0,0.0,0.0,-2.7,-4.1,0.0,15.0,5.35
1635,Sean Higgins,12.89,7.1,-0.3,0.4,0.0,-3.9,-6.6,-0.8,4.0,7.37280701754386
1636,Grant Hill,38.26,19.0,3.7,1.8,5.4,1.2,1.8,2.6,1.0,37.59642857142857
1637,Tyrone Hill,34.24,16.8,2.7,4.2,6.9,-1.5,-1.1,0.5,4.0,27.02857142857143
1638,Donald Hodge,11.72,8.5,-0.1,0.4,0.3,-4.3,-5.2,-0.5,1.0,7.564814814814815
1639,Jeff Hornacek,33.28,18.6,7.2,2.9,10.1,4.4,4.5,4.4,13.0,29.858024691358025
1640,Robert Horry,32.41,13.5,1.6,2.6,4.2,0.2,2.5,2.4,3.0,25.82421875
1641,Allan Houston,26.26,16.4,3.5,0.3,3.8,2.6,-0.8,0.6,2.0,22.967105263157894
1642,Byron Houston,6.62,13.8,0.1,0.4,0.5,-2.5,-4.7,-0.2,3.0,5.730769230769231
1643,Juwan Howard,36.12,15.0,1.3,1.5,2.8,-0.9,-1.5,0.3,1.0,28.546153846153846
1644,Jay Humphries,11.17,-0.9,-0.6,0.2,-0.4,-7.2,-6.8,-0.2,14.0,3.3333333333333335
1645,Lindsey Hunter,22.48,10.5,-0.7,0.4,-0.3,-2.2,-4.3,-0.5,2.0,16.636904761904763
1646,Bobby Hurley,16.25,7.7,-1.1,0.8,-0.3,-4.5,-7.2,-1.4,2.0,9.397058823529411
1647,Jaren Jackson,12.24,8.7,-0.2,0.2,0.0,-3.2,-3.6,-0.1,4.0,7.428571428571429
1648,Jim Jackson,38.86,18.9,4.3,0.6,4.9,2.8,0.4,1.2,3.0,36.294117647058826
1649,Mark Jackson,29.29,14.0,1.4,3.1,4.5,-0.4,0.0,1.2,12.0,23.298780487804876
1650,Keith Jennings,21.52,15.3,3.3,0.9,4.2,1.2,-0.6,0.6,3.0,18.634375
1651,Avery Johnson,36.72,15.7,5.1,3.0,8.0,0.8,-0.1,1.5,8.0,29.003048780487806
1652,Ervin Johnson,14.17,9.6,-0.2,1.5,1.3,-4.8,-3.1,-0.3,1.0,10.05859375
1653,Kevin Johnson,28.77,21.0,4.1,0.7,4.8,2.8,0.4,0.8,8.0,31.611702127659573
1654,Larry Johnson,39.93,17.1,4.9,3.6,8.5,2.1,2.9,4.0,4.0,34.54320987654321
1655,Askia Jones,12.64,8.3,-0.1,0.0,-0.1,-2.9,-5.9,-0.1,1.0,7.9772727272727275
1656,Eddie Jones,30.95,16.3,2.9,2.1,5.0,1.8,2.3,2.1,1.0,27.70703125
1657,Popeye Jones,29.81,13.8,1.5,2.2,3.6,-1.5,-1.2,0.5,2.0,24.01875
1658,Shawn Kemp,32.67,21.7,5.9,4.7,10.6,1.4,3.1,3.5,6.0,36.301829268292686
1659,Steve Kerr,22.43,13.5,4.2,1.7,5.9,1.2,-0.4,0.7,11.0,14.292682926829269
1660,Jerome Kersey,18.14,14.5,0.6,1.9,2.5,-1.9,-0.5,0.4,16.0,16.575396825396826
1661,Randolph Keys,13.83,5.0,-0.1,0.1,0.0,-5.1,-7.5,-0.1,10.0,7.583333333333333
1662,Jason Kidd,33.77,15.1,1.1,2.6,3.7,0.8,1.7,2.5,1.0,31.13607594936709
1663,Stacey King,15.84,9.5,-0.5,0.6,0.1,-4.9,-5.6,-0.7,6.0,9.87
1664,Joe Kleine,12.91,9.8,0.6,0.8,1.4,-3.3,-4.1,-0.5,7.0,8.543333333333333
1665,Negele Knight,15.06,9.3,-0.3,0.1,-0.2,-3.7,-6.8,-0.9,5.0,9.71808510638298
1666,Jon Koncak,15.21,9.5,0.1,1.8,1.8,-4.6,-1.2,0.2,9.0,10.100806451612904
1667,Toni Kukoc,31.9,19.8,6.3,3.6,10.0,3.6,4.3,4.1,2.0,30.182098765432098
1668,Christian Laettner,34.2,17.7,3.6,2.6,6.2,0.5,1.8,2.7,3.0,31.959876543209877
1669,Andrew Lang,28.54,13.1,1.4,3.4,4.9,-3.2,-1.1,0.5,5.0,21.079268292682926
1670,Eric Leckner,10.93,12.2,0.4,0.5,0.9,-4.3,-6.2,-0.7,3.0,7.828947368421052
1671,Doug Lee,3.41,18.1,0.2,0.1,0.4,3.2,3.4,0.1,2.0,3.8295454545454546
1672,Tim Legler,15.46,15.9,0.9,0.1,1.0,2.2,0.1,0.2,5.0,12.375
1673,Jim Les,7.83,9.7,0.0,0.2,0.2,-3.1,-5.3,-0.2,11.0,5.583333333333333
1674,Cliff Levingston,8.23,10.5,-0.1,0.6,0.5,-3.4,-2.5,-0.1,5.0,5.868421052631579
1675,Alton Lister,12.93,10.2,0.0,1.0,1.0,-5.5,-4.0,-0.4,11.0,8.9625
1676,Brad Lohaus,11.97,12.7,0.9,0.6,1.5,0.9,0.2,0.4,12.0,9.290983606557377
1677,Grant Long,32.6,14.4,2.3,4.2,6.6,-1.6,0.2,1.5,20.0,24.182098765432098
1678,Luc Longley,18.2,12.3,0.0,1.8,1.8,-3.7,-1.7,0.1,2.0,14.631818181818181
1679,Ryan Lorthridge,18.16,12.9,0.2,0.2,0.4,-2.0,-3.7,-0.3,1.0,13.236486486486486
1680,George Lynch,17.02,12.4,0.0,1.0,0.9,-2.4,-2.3,-0.1,2.0,12.089285714285714
1681,Don MacLean,26.97,11.7,0.8,0.3,1.1,-2.1,-4.3,-0.6,3.0,17.705128205128204
1682,Mark Macon,13.11,12.5,-0.2,0.7,0.5,-1.8,-2.1,0.0,4.0,10.754545454545454
1683,Gerald Madkins,4.0,5.1,-0.1,0.0,0.0,-6.8,-8.1,0.0,2.0,1.6785714285714286
1684,Rick Mahorn,10.86,11.8,0.5,0.7,1.2,-3.2,-3.3,-0.2,18.0,7.267241379310345
1685,Dan Majerle,37.7,15.1,6.0,1.7,7.7,3.4,3.0,3.9,12.0,31.603658536585368
1686,Jeff Malone,34.74,15.9,1.1,0.2,1.3,0.3,-2.7,-0.1,13.0,24.894736842105264
1687,Danny Manning,32.83,18.1,2.2,1.2,3.4,1.3,2.0,1.5,12.0,30.956521739130434
1688,Donyell Marshall,28.97,12.5,-0.9,1.2,0.3,-2.2,-2.9,-0.5,1.0,23.95486111111111
1689,Darrick Martin,23.62,10.3,-0.2,0.3,0.1,-2.6,-4.9,-0.6,1.0,15.882352941176471
1690,Jamal Mashburn,37.25,17.3,5.0,1.3,6.3,2.4,0.0,1.5,2.0,34.98125
1691,Anthony Mason,32.42,14.9,4.2,4.4,8.6,0.2,3.3,3.3,2.0,23.97077922077922
1692,Tony Massenburg,26.59,11.7,0.8,1.4,2.2,-3.1,-3.4,-0.8,1.0,17.98125
1693,Vernon Maxwell,31.84,11.9,0.3,1.6,1.9,0.2,-1.5,0.2,7.0,25.05078125
1694,Lee Mayberry,21.27,9.9,1.2,0.4,1.6,-1.5,-4.8,-1.2,3.0,12.582317073170731
1695,George McCloud,19.1,17.0,1.8,0.4,2.3,2.2,0.5,0.5,5.0,16.916666666666668
1696,Xavier McDaniel,21.03,12.8,0.3,1.0,1.4,-1.9,-2.4,-0.2,12.0,15.676470588235293
1697,Derrick McKey,34.63,15.0,3.6,3.9,7.4,1.2,3.5,3.9,7.0,26.58641975308642
1698,Aaron McKie,18.38,13.3,0.8,1.2,2.0,-1.2,0.1,0.4,1.0,14.394444444444444
1699,Nate McMillan,25.88,13.1,1.6,3.6,5.1,0.1,3.4,2.8,15.0,22.03125
1700,Anthony Miller,11.46,14.7,0.6,0.6,1.2,-0.8,-1.0,0.1,1.0,8.951086956521738
1701,Oliver Miller,24.34,16.9,1.2,1.9,3.1,-1.4,1.6,1.4,3.0,22.6328125
1702,Chris Mills,35.17,11.6,2.0,3.4,5.4,-0.6,0.0,1.4,2.0,22.421875
1703,Terry Mills,34.92,14.7,2.2,1.5,3.7,0.0,-0.8,0.8,5.0,29.65277777777778
1704,Harold Miner,19.36,8.5,-0.8,0.4,-0.4,-3.9,-5.8,-0.8,3.0,11.455555555555556
1705,Greg Minor,15.0,14.7,1.4,0.6,2.1,-0.2,-0.6,0.3,1.0,10.98015873015873
1706,Sam Mitchell,17.0,13.4,2.0,1.7,3.7,-0.6,-0.5,0.5,6.0,11.950617283950617
1707,Eric Mobley,12.76,14.3,0.8,0.5,1.3,-1.9,-1.7,0.0,1.0,9.016304347826088
1708,Eric Montross,29.68,12.1,2.3,1.8,4.1,-1.6,-2.2,-0.1,1.0,19.044871794871796
1709,Chris Morris,30.01,15.5,1.8,2.2,4.0,1.6,2.0,2.2,7.0,26.545774647887324
1710,Dwayne Morton,9.63,11.0,0.0,0.2,0.2,-3.7,-5.1,-0.3,1.0,7.176829268292683
1711,Eric Murdock,28.77,17.3,2.7,1.6,4.3,1.9,0.4,1.3,4.0,27.973333333333333
1712,Lamond Murray,31.56,11.6,-1.4,1.1,-0.3,-2.4,-3.8,-1.1,1.0,23.311728395061728
1713,Tracy Murray,9.56,10.8,0.1,0.4,0.5,-2.1,-5.3,-0.4,3.0,7.087962962962963
1714,Pete Myers,17.89,9.1,-0.4,1.7,1.3,-3.1,-2.3,-0.1,6.0,10.443661971830986
1715,Johnny Newman,23.12,10.4,1.9,0.8,2.8,-0.6,-1.7,0.2,12.0,13.50609756097561
1716,Ken Norman,25.39,14.8,0.9,2.2,3.2,-0.5,-2.2,-0.1,10.0,20.39189189189189
1717,Charles Oakley,31.34,14.3,1.6,2.9,4.5,-0.5,2.4,1.7,19.0,24.105
1718,Bo Outlaw,20.43,13.3,0.3,2.2,2.5,-2.8,2.0,1.7,2.0,16.166666666666668
1719,Doug Overton,20.78,11.6,1.1,0.6,1.7,-1.5,-3.7,-0.7,3.0,14.21951219512195
1720,Billy Owens,32.8,15.6,1.2,2.1,3.2,0.2,1.1,1.8,4.0,26.767857142857142
1721,Robert Pack,27.24,16.9,1.1,1.1,2.2,0.7,-0.6,0.4,4.0,26.226190476190474
1722,Anthony Peeler,21.36,13.8,1.6,0.8,2.4,0.4,-2.1,0.0,3.0,17.28767123287671
1723,Will Perdue,20.41,16.3,2.0,2.7,4.7,-0.8,0.4,0.9,6.0,16.84294871794872
1724,Sam Perkins,28.73,16.2,5.9,2.6,8.5,2.8,2.6,2.7,9.0,24.701219512195124
1725,Elliot Perry,24.11,17.3,3.3,1.9,5.2,1.2,0.8,1.4,3.0,21.59451219512195
1726,Tim Perry,10.62,6.4,-0.4,0.3,-0.1,-4.9,-4.7,-0.3,18.0,5.035714285714286
1727,Chuck Person,25.1,11.5,1.5,2.1,3.6,1.0,-0.2,0.9,7.0,17.993827160493826
1728,Wesley Person,23.08,14.2,3.0,0.8,3.8,1.8,0.1,1.0,1.0,17.618589743589745
1729,Bobby Phills,31.25,12.2,0.5,3.6,4.0,-1.8,-0.5,1.0,4.0,20.8625
1730,Eric Piatkowski,14.91,13.9,1.6,0.4,2.0,1.2,-1.4,0.2,1.0,11.731481481481481
1731,Ricky Pierce,24.93,15.1,1.3,0.2,1.5,0.4,-2.0,0.0,8.0,20.212962962962962
1732,Olden Polynice,31.28,14.7,3.3,3.4,6.7,-0.6,0.0,1.3,17.0,22.333333333333332
1733,Terry Porter,22.0,13.7,0.9,0.8,1.7,0.6,-0.4,0.3,7.0,18.3
1734,Mark Price,28.65,20.6,2.8,1.4,4.2,5.4,2.7,1.6,16.0,29.760416666666668
1735,Kevin Pritchard,10.21,8.1,0.1,0.0,0.2,-3.9,-7.7,-0.3,3.0,5.407894736842105
1736,Dino Radja,32.53,17.9,2.0,2.5,4.5,-1.0,-0.3,0.9,2.0,31.5
1737,Eldridge Recasner,4.33,15.3,-0.1,0.0,0.0,-8.4,-2.8,0.0,1.0,5.333333333333333
1738,Khalid Reeves,21.82,16.9,2.1,1.4,3.5,2.1,1.6,1.3,1.0,20.21641791044776
1739,J.R. Reid,19.33,12.7,0.9,2.5,3.5,-2.2,-1.0,0.4,6.0,13.966049382716049
1740,Glen Rice,36.76,19.7,7.9,2.1,10.0,4.3,2.7,3.6,6.0,35.167682926829265
1741,Pooh Richardson,35.8,12.6,0.6,1.5,2.1,-0.7,-2.0,0.0,6.0,28.69375
1742,Isaiah Rider,35.27,15.6,1.4,0.4,1.9,2.0,-0.8,0.8,2.0,30.18
1743,Eric Riley,10.85,14.7,0.0,0.5,0.6,-4.3,-3.3,-0.1,2.0,10.01875
1744,Doc Rivers,15.7,12.2,0.3,1.7,2.0,-0.7,0.7,0.7,7.0,13.595238095238095
1745,Fred Roberts,10.62,11.6,0.1,0.3,0.4,-2.8,-3.8,-0.1,25.0,7.023809523809524
1746,Clifford Robinson,36.33,18.3,5.4,3.3,8.7,2.9,3.1,3.5,6.0,35.736666666666665
1747,Glenn Robinson,36.98,16.6,1.1,2.2,3.2,0.1,-1.1,0.7,1.0,33.16875
1748,James Robinson,21.68,10.5,-0.3,1.5,1.2,-1.3,-2.7,-0.3,2.0,15.362676056338028
1749,Carlos Rogers,20.76,14.3,0.1,0.8,0.9,-2.8,-2.6,-0.2,1.0,16.836734693877553
1750,Rodney Rogers,26.78,15.2,1.5,2.4,3.9,0.4,0.9,1.6,2.0,22.1
1751,Sean Rooks,30.06,12.6,1.9,1.1,3.0,-2.2,-2.7,-0.4,3.0,20.278125
1752,Jalen Rose,22.2,15.1,2.4,1.5,3.8,0.7,-0.4,0.7,1.0,18.83641975308642
1753,Donald Royal,26.3,12.2,2.2,1.4,3.6,-1.0,-1.3,0.3,4.0,17.57857142857143
1754,Clifford Rozier,22.64,11.5,0.1,1.2,1.3,-3.0,-3.2,-0.4,1.0,15.772727272727273
1755,Trevor Ruffin,6.51,15.5,-0.1,0.2,0.1,1.7,-3.1,-0.1,1.0,6.954081632653061
1756,Bryon Russell,13.65,11.0,0.1,1.3,1.4,-1.5,-0.4,0.3,2.0,9.21031746031746
1757,Danny Schayes,11.93,13.2,0.5,0.9,1.4,-2.3,-0.8,0.2,5.0,10.19927536231884
1758,Detlef Schrempf,35.2,20.3,9.8,3.1,12.9,4.2,4.5,4.7,7.0,34.88414634146341
1759,Byron Scott,19.1,15.8,2.1,1.9,3.9,0.9,-0.1,0.7,8.0,15.89375
1760,Dennis Scott,24.18,16.3,3.5,1.1,4.6,3.4,0.7,1.0,5.0,22.233870967741936
1761,Malik Sealy,26.73,14.7,1.1,1.0,2.1,-0.8,-1.7,0.1,3.0,22.379166666666666
1762,Brian Shaw,23.54,10.4,-0.4,1.8,1.3,-1.9,-2.5,-0.2,5.0,17.53525641025641
1763,Lionel Simmons,18.34,10.0,-0.4,1.3,0.9,-3.5,-2.3,-0.1,5.0,12.012931034482758
1764,Scott Skiles,33.5,15.7,3.7,0.7,4.5,1.7,-0.9,0.6,9.0,28.294354838709676
1765,Charles Smith,28.29,13.9,1.7,3.1,4.8,-1.6,-0.2,1.0,17.0,22.3125
1766,Chris Smith,16.77,11.2,1.0,0.3,1.2,-0.9,-3.2,-0.3,3.0,11.296875
1767,Doug Smith,13.11,11.0,0.2,0.8,1.0,-3.7,-4.0,-0.4,4.0,9.968253968253968
1768,Kenny Smith,25.06,16.2,4.7,1.4,6.1,2.8,0.6,1.4,9.0,20.85185185185185
1769,Michael Smith,11.0,13.3,0.2,0.2,0.3,-2.9,-5.6,-0.3,3.0,8.413793103448276
1770,Steve Smith,33.31,16.1,5.3,2.4,7.8,2.6,1.3,2.2,4.0,28.084375
1771,Tony Smith,16.79,11.0,0.6,0.7,1.3,-1.1,-2.2,-0.1,5.0,11.430327868852459
1772,Rik Smits,30.53,19.5,3.7,3.5,7.2,0.2,0.4,1.5,6.0,29.201923076923077
1773,Elmore Spencer,19.37,7.7,-1.1,0.4,-0.7,-7.9,-6.1,-0.4,2.0,13.342105263157896
1774,Latrell Sprewell,40.16,14.1,0.8,1.1,2.0,-0.3,-1.1,0.7,3.0,33.85507246376812
1775,John Starks,34.06,13.8,2.8,3.4,6.2,2.2,1.2,2.2,5.0,28.93125
1776,Larry Stewart,8.65,11.5,0.2,0.3,0.5,-2.8,-2.4,0.0,3.0,5.925
1777,Bryant Stith,28.75,14.4,3.8,1.8,5.6,0.5,0.3,1.3,3.0,20.09567901234568
1778,Rod Strickland,35.42,21.6,5.3,3.2,8.5,4.1,5.0,4.0,19.0,39.59765625
1779,Derek Strong,19.2,12.5,1.4,1.1,2.4,-1.9,-2.7,-0.2,3.0,13.04642857142857
1780,Greg Sutton,13.02,10.6,0.0,0.8,0.8,-0.9,-2.3,-0.1,2.0,9.731132075471699
1781,Zan Tabak,4.92,11.2,-0.1,0.2,0.2,-5.7,-8.2,-0.3,1.0,3.6283783783783785
1782,Roy Tarpley,24.62,17.8,0.9,1.9,2.8,-2.1,-1.7,0.1,11.0,25.009090909090908
1783,Brooks Thompson,6.47,10.5,-0.1,0.2,0.1,-0.9,-4.2,-0.1,1.0,5.578947368421052
1784,Otis Thorpe,29.94,16.4,3.2,2.4,5.6,0.0,0.0,1.1,7.0,23.62142857142857
1785,Sedale Threatt,23.46,15.8,2.9,0.9,3.8,1.1,-0.8,0.4,11.0,19.944915254237287
1786,Tom Tolbert,5.7,5.6,-0.1,0.1,0.0,-5.8,-8.6,-0.1,10.0,3.05
1787,Anthony Tucker,15.84,9.2,-0.2,0.9,0.6,-3.8,-2.9,-0.2,1.0,9.290322580645162
1788,Henry Turner,4.97,12.6,-0.1,0.2,0.1,-2.6,-3.9,-0.1,2.0,3.725
1789,Jeff Turner,11.76,9.6,0.6,0.5,1.1,-0.9,-2.8,-0.1,16.0,8.066326530612244
1790,B.J. Tyler,14.71,8.5,-1.2,0.5,-0.7,-4.6,-7.2,-1.1,1.0,8.904545454545454
1791,Nick Van,36.8,16.3,5.0,1.3,6.4,2.7,-0.3,1.2,2.0,34.253125
1792,Loy Vaught,37.08,17.1,3.0,2.5,5.5,0.0,-0.1,1.4,5.0,31.8
1793,Fred Vinson,5.4,-6.5,-0.1,0.0,-0.1,-9.8,-15.0,-0.1,1.0,0.8
1794,Rex Walters,17.94,10.2,0.7,0.8,1.6,-1.1,-3.2,-0.4,2.0,11.31875
1795,Charlie Ward,4.4,-2.1,-0.3,0.1,-0.2,-11.4,-13.3,-0.1,1.0,2.325
1796,Jamie Watson,11.22,9.6,-0.1,0.9,0.8,-2.2,-0.6,0.2,1.0,6.775
1797,Clarence Weatherspoon,39.36,15.2,0.7,2.9,3.6,-1.3,-0.6,1.1,3.0,32.60526315789474
1798,Spud Webb,32.34,13.7,3.1,2.0,5.1,-0.1,-1.5,0.3,16.0,24.157894736842106
1799,Chris Webber,38.28,20.1,1.9,2.2,4.0,2.7,4.8,3.6,2.0,40.7962962962963
1800,Bill Wennington,13.1,11.6,1.0,1.3,2.3,-2.7,-3.3,-0.3,13.0,9.157534246575343
1801,David Wesley,27.06,12.9,1.5,1.1,2.6,0.7,0.5,0.9,2.0,20.848039215686274
1802,Doug West,32.79,11.6,1.2,0.6,1.8,-1.4,-2.6,-0.4,6.0,21.718309859154928
1803,Ennis Whatley,10.81,12.4,0.2,0.4,0.7,-2.4,-2.2,0.0,3.0,7.518518518518518
1804,Chris Whitney,7.16,3.0,-0.3,0.1,-0.2,-5.4,-7.7,-0.3,2.0,3.54
1805,Morlon Wiley,9.86,13.8,0.7,0.4,1.1,0.8,-0.8,0.1,17.0,8.122093023255815
1806,Aaron Williams,4.8,7.0,-0.2,0.1,-0.1,-11.8,-14.7,-0.2,1.0,3.566666666666667
1807,Buck Williams,29.54,13.6,2.5,3.6,6.1,-1.3,0.6,1.6,8.0,21.1859756097561
1808,Hot Rod,35.69,14.6,0.9,4.4,5.3,-1.5,1.8,2.5,3.0,26.91891891891892
1809,Jayson Williams,13.09,16.2,0.5,1.6,2.1,-2.3,-2.5,-0.1,2.0,11.896666666666667
1810,John Williams,11.82,4.2,-0.9,0.4,-0.5,-5.9,-6.2,-0.4,9.0,5.375
1811,Monty Williams,12.27,8.4,-0.5,0.8,0.3,-3.8,-2.3,0.0,1.0,7.310975609756097
1812,Reggie Williams,29.7,16.9,3.1,2.7,5.8,2.2,3.5,3.0,7.0,27.87162162162162
1813,Scott Williams,23.13,12.6,0.9,2.2,3.1,-2.1,-1.1,0.4,5.0,16.175324675324674
1814,Walt Williams,35.57,15.0,1.6,3.4,5.1,1.1,2.5,3.1,3.0,30.441558441558442
1815,Kevin Willis,35.67,16.1,0.9,2.8,3.6,-2.3,-3.2,-0.7,8.0,31.14179104477612
1816,David Wingate,9.9,8.1,-0.2,0.6,0.4,-4.1,-3.8,-0.2,14.0,5.701923076923077
1817,Dontonio Wingfield,4.05,14.2,-0.2,0.2,0.0,-5.8,-8.1,-0.1,1.0,4.65
1818,Joe Wolf,9.25,6.8,0.2,0.7,0.9,-3.7,-2.6,-0.1,19.0,4.507936507936508
1819,David Wood,17.13,10.3,1.7,0.5,2.2,-1.0,-2.0,0.0,4.0,10.852564102564102
1820,Randy Woods,7.98,10.9,-0.3,0.5,0.2,-2.5,-4.6,-0.3,3.0,6.733870967741935
1821,Haywoode Workman,14.9,12.1,0.4,1.5,1.9,-0.8,-0.4,0.4,3.0,11.48913043478261
1822,Sharone Wright,25.87,14.0,-0.2,1.9,1.7,-3.3,-4.1,-1.1,1.0,20.253164556962027
1823,Danny Young,11.0,14.3,0.2,0.0,0.2,1.5,-1.4,0.0,15.0,8.071428571428571
1824,Mahmoud Abdul-Rauf,35.6,18.6,4.4,1.1,5.5,4.3,1.1,1.6,6.0,35.19736842105263
1825,Michael Adams,15.67,16.1,0.6,0.2,0.8,1.2,-0.8,0.1,10.0,13.464285714285714
1826,Rafael Addison,9.74,9.6,0.0,0.2,0.2,-3.8,-5.2,-0.4,4.0,5.94811320754717
1827,Cory Alexander,9.33,8.7,-0.5,0.7,0.2,-3.1,-4.7,-0.4,1.0,6.4875
1828,Jerome Allen,8.83,7.8,-0.5,0.3,-0.3,-4.4,-6.1,-0.4,1.0,5.7560975609756095
1829,Derrick Alston,22.11,11.8,1.0,0.8,1.7,-2.2,-1.8,0.1,2.0,13.928082191780822
1830,Ashraf Amaya,20.44,11.8,0.7,1.1,1.8,-3.4,-3.9,-0.5,1.0,13.00925925925926
1831,Greg Anderson,7.48,7.7,-0.3,0.7,0.4,-5.6,-1.9,0.0,4.0,4.505434782608695
1832,Kenny Anderson,33.97,19.5,6.1,1.6,7.7,4.2,2.3,2.6,5.0,34.70289855072464
1833,Nick Anderson,35.29,16.5,4.2,3.3,7.4,2.4,3.1,3.5,18.0,30.818181818181817
1834,Willie Anderson,27.11,11.3,0.0,1.5,1.4,-2.4,-2.5,-0.3,8.0,19.49671052631579
1835,Greg Anthony,30.38,18.6,2.9,1.9,4.8,2.9,1.3,1.7,5.0,30.36231884057971
1836,B.J. Armstrong,27.59,17.3,6.2,0.8,7.0,2.8,0.1,1.2,19.0,24.11890243902439
1837,Darrell Armstrong,3.15,32.4,0.0,0.1,0.1,8.0,6.6,0.1,2.0,5.038461538461538
1838,Vincent Askew,25.0,11.9,2.2,2.2,4.3,-0.5,-0.2,0.8,5.0,16.195652173913043
1839,Keith Askins,25.29,10.0,1.6,2.8,4.4,0.0,2.5,2.2,6.0,16.366666666666667
1840,Stacey Augmon,29.79,15.9,3.5,2.1,5.6,-0.1,0.1,1.2,5.0,22.064935064935064
1841,Vin Baker,40.48,18.4,3.7,2.4,6.2,0.4,0.4,2.1,3.0,36.8109756097561
1842,Steve Bardo,13.67,8.4,0.0,0.2,0.2,-4.1,-2.6,0.0,2.0,8.0
1843,Dana Barros,29.1,15.6,4.8,0.8,5.6,2.6,0.2,1.3,8.0,23.321875
1844,Brent Barry,24.03,15.9,3.7,1.2,4.9,2.7,1.7,1.8,1.0,20.069620253164558
1845,Jon Barry,10.47,14.9,1.4,0.4,1.8,1.5,0.1,0.4,4.0,8.080882352941176
1846,Benoit Benjamin,22.84,14.4,0.1,2.2,2.3,-3.8,-3.3,-0.6,4.0,18.198795180722893
1847,Mario Bennett,12.11,13.3,0.2,0.3,0.5,-2.4,-2.0,0.0,1.0,9.671052631578947
1848,David Benoit,24.21,12.2,1.6,2.3,3.9,-0.4,0.3,1.2,5.0,17.05246913580247
1849,Travis Best,9.68,11.5,0.2,0.5,0.7,-2.0,-3.9,-0.3,1.0,6.911016949152542
1850,Mookie Blaylock,35.72,18.9,5.4,3.6,9.0,4.6,5.2,5.3,8.0,35.54012345679013
1851,Corie Blount,12.54,10.9,-0.1,1.0,0.9,-3.0,-1.1,0.2,2.0,8.662280701754385
1852,Muggsy Bogues,12.83,10.6,0.0,0.0,0.0,-2.3,-6.0,-0.1,17.0,7.75
1853,Melvin Booker,11.91,6.2,-0.3,0.1,-0.2,-5.4,-8.6,-0.2,1.0,7.954545454545454
1854,Anthony Bowie,14.57,10.4,0.7,0.9,1.6,-2.2,-3.0,-0.3,7.0,8.75
1855,Donnie Boyce,5.12,17.7,-0.1,0.1,0.0,-1.1,-1.8,0.0,1.0,5.375
1856,Shawn Bradley,29.48,15.7,-1.1,4.1,3.0,-4.3,-0.4,1.0,3.0,29.205696202531644
1857,Terrell Brandon,34.27,25.2,9.5,3.1,12.7,6.0,6.0,5.2,5.0,38.236666666666665
1858,Tim Breaux,10.56,6.2,-0.6,0.3,-0.2,-5.0,-7.0,-0.7,2.0,5.125
1859,Frank Brickowski,15.65,8.6,0.1,1.4,1.6,-2.7,-2.9,-0.2,8.0,9.345238095238095
1860,Scott Brooks,10.38,16.6,1.2,0.4,1.6,-0.2,-3.4,-0.3,10.0,9.246376811594203
1861,Chucky Brown,24.62,13.7,2.2,2.1,4.2,-1.7,-1.7,0.2,8.0,16.73780487804878
1862,Dee Brown,24.48,13.7,1.4,1.0,2.4,0.3,-1.0,0.4,6.0,19.81923076923077
1863,P.J. Brown,36.32,12.6,2.0,3.3,5.3,-1.1,1.2,2.4,3.0,25.23148148148148
1864,Randy Brown,9.87,11.2,0.0,1.5,1.5,-3.0,-0.3,0.3,5.0,7.176470588235294
1865,Mark Bryant,22.35,13.1,2.1,1.4,3.6,-1.6,-2.8,-0.3,6.0,15.02112676056338
1866,Jud Buechler,10.0,14.1,1.0,1.2,2.3,0.6,1.0,0.6,6.0,7.54054054054054
