,Player,MPG,PER,VORP,BPM,OBPM,WS,OWS,DWS
0,Alex Abrines,15.742618330581442,9.255835851476633,-0.1,-4.1980397539597885,-1.3712256949087847,3.2067400554133645,2.8302433423985294,0.3764967130148351
1,Quincy Acy,19.13613568091752,8.00598619066047,-0.1,-4.46644683989277,-2.715815726848444,-0.5461284274607794,-0.19920348097268653,-0.34692494648809286
2,Steven Adams,33.15301122574272,20.541539216664386,3.3,-0.15969516773277537,0.4869621599790823,11.714048488964181,9.554589841590555,2.1594586473736257
3,Bam Adebayo,21.41866911034331,16.21942418589899,0.8,-1.5072870194707961,-5.615085058936057,6.511470472748932,4.233584829467137,2.2778856432817944
4,Arron Afflalo,12.903126957980794,5.906188038816068,-0.7,-6.720970082412231,-2.2876447434856244,0.767506800947598,0.5100604762579319,0.2574463246896661
5,Cole Aldrich,2.520764420150053,6.198506058305347,-0.1,-8.627872289397107,-7.419509358926672,1.9758775921704,2.711286227215683,-0.7354086350452831
6,LaMarcus Aldridge,33.911554023138855,26.137767838568745,3.3,3.1543729311507738,2.3038399045241835,14.403148096425522,9.118910531241536,5.284237565183986
7,Jarrett Allen,20.01388888888889,17.5,0.8,-2.602363931293066,-2.93191902334262,4.2,2.7,1.5
8,Kadeem Allen,5.944444444444445,2.6,-0.1,-8.005814578715722,-6.939082978067065,-0.1,-0.2,0.1
9,Tony Allen,12.409090909090908,8.7,-0.2,-8.303336552734319,-6.053550994951761,0.1,-0.2,0.30000000000000004
10,Al-Farouq Aminu,30.028985507246375,12.0,1.6,-0.46117430534286186,-1.3662903076710369,4.2,0.9,3.3000000000000003
11,Justin Anderson,13.657894736842104,13.0,0.0,-3.59571438371496,-2.164986593731706,1.2,0.6,0.6
12,Kyle Anderson,26.72972972972973,15.9,3.0,2.2491466824244597,-2.4486727118837948,6.2,2.4,3.8000000000000003
13,Ryan Anderson,26.136363636363637,12.6,1.0,-1.9537209142515561,-0.6663421728805718,4.8,3.1,1.6999999999999997
14,Ike Anigbogu,2.727272727272727,21.6,0.0,-6.035265901301751,-6.279544702146473,0.1,0.1,0.0
15,Giannis Antetokounmpo,36.74666666666667,27.3,5.4,4.9590694877500034,2.759654774666787,11.9,8.3,3.5999999999999996
16,Carmelo Anthony,32.06410256410256,12.7,-1.1,-7.292313273275431,-2.711295742843613,3.7,1.2,2.5
17,OG Anunoby,20.013513513513512,10.0,1.0,-0.6152549549388641,-0.9529700540928188,3.0,1.4,1.6
18,Ryan Arcidiacono,12.666666666666666,7.3,-0.2,-5.617236479459308,-4.201101161496881,0.3,0.1,0.19999999999999998
19,Trevor Ariza,33.865671641791046,11.8,2.0,-0.06420759979557622,-0.5857699329872366,5.3,2.6,2.6999999999999997
20,Darrell Arthur,7.421052631578948,8.4,-0.1,-5.531618455550825,-3.1856123548291273,0.0,-0.2,0.2
21,Jamel Artis,18.6,6.9,-0.3,-8.390637034734207,-6.029386428703535,0.0,-0.1,0.1
22,Omer Asik,10.11111111111111,3.1,-0.3,-9.590338118735978,-9.033572322358962,-0.1,-0.2,0.1
23,D.J. Augustin,23.466666666666665,15.4,0.5,-0.7870618383461915,1.6604037247316181,4.1,3.3,0.7999999999999998
24,Luke Babbitt,14.3,9.8,-0.2,-3.1172138976728485,-2.3428082358876114,0.9,0.5,0.4
25,Dwayne Bacon,13.452830188679245,5.8,-0.7,-6.301611791174993,-6.784167132247765,-0.1,-0.7,0.6
26,Ron Baker,13.275862068965518,9.3,0.1,-2.403809422341043,-4.193972345470023,0.5,0.1,0.4
27,Wade Baldwin,11.428571428571429,16.6,0.0,-2.323900600562064,0.6256221822483254,0.3,0.2,0.09999999999999998
28,Lonzo Ball,34.23076923076923,12.5,1.7,0.8676081519941731,-3.333263022007298,2.0,-0.5,2.5
29,J.J. Barea,23.231884057971016,17.8,0.8,-2.733005765388419,1.4112517546078647,3.3,2.3,1.0
30,Harrison Barnes,34.20779220779221,15.8,-0.1,-3.161452410914692,-1.5210446396935438,3.8,2.0,1.7999999999999998
31,Will Barton,33.123456790123456,16.2,2.0,-1.8058391493947732,1.144139153963121,6.2,4.4,1.7999999999999998
32,Nicolas Batum,30.953125,14.4,1.7,-0.7148159341466638,0.9247840499498933,3.5,1.7,1.8
33,Jerryd Bayless,23.71794871794872,7.5,-0.2,-2.817553657977971,-4.317706261462476,1.1,0.2,0.9000000000000001
34,Aron Baynes,18.333333333333332,12.1,0.1,-2.7168937636300674,-6.546131667041665,3.0,0.5,2.5
35,Kent Bazemore,27.523076923076925,14.5,1.1,-2.0133256830109603,-3.8079206056757857,2.2,0.2,2.0
36,Bradley Beal,36.30487804878049,18.4,2.7,0.3736265988887022,1.2505948718907256,6.9,4.4,2.5
37,Malik Beasley,9.403225806451612,9.0,-0.5,-6.444624636129218,-2.858062554013628,0.3,0.1,0.19999999999999998
38,Michael Beasley,22.33783783783784,17.8,0.2,-2.8330271331142365,0.9674576150607941,2.4,0.9,1.5
39,Marco Belinelli,24.3375,14.1,0.3,-4.139441076095635,-0.9223993605944114,3.7,2.4,1.3000000000000003
40,Jordan Bell,14.192982456140351,18.0,1.2,2.1279580597059824,-1.36309753949915,2.9,1.6,1.2999999999999998
41,DeAndre' Bembry,17.5,7.6,-0.3,-6.380419168105224,-8.40729009634418,-0.4,-0.9,0.5
42,Dragan Bender,25.23170731707317,7.1,-0.4,-6.1306302779450075,-3.977234224117775,0.1,-0.7,0.7999999999999999
43,Davis Bertans,14.103896103896103,14.1,0.8,-0.5252509669813459,0.05329699010983413,3.1,1.6,1.5
44,Patrick Beverley,30.363636363636363,12.3,0.2,-1.5099009220468433,-1.180898271257119,0.4,0.1,0.30000000000000004
45,Khem Birch,13.761904761904763,16.4,0.3,-2.1149245240977823,-2.8857052103047365,1.8,1.2,0.6000000000000001
46,Jabari Bird,8.846153846153847,12.1,0.0,-4.090732710163358,-2.338564598381608,0.2,0.1,0.1
47,Bismack Biyombo,18.23170731707317,14.1,0.2,-3.6002387449940083,-4.639668097530172,2.9,1.1,1.7999999999999998
48,Nemanja Bjelica,20.46268656716418,12.6,0.9,-1.0902686457441426,-1.2614411882488112,2.8,1.7,1.0999999999999999
49,Tarik Black,10.509803921568627,14.3,0.1,-3.12313821121528,-3.754741883599374,1.5,0.5,1.0
50,Antonio Blakeney,16.526315789473685,10.1,-0.4,-8.474644427878705,-5.958666987457278,0.0,-0.2,0.2
51,Eric Bledsoe,31.37837837837838,19.7,2.4,-0.015340738325813064,1.9222367103698987,5.6,3.1,2.4999999999999996
52,Vander Blue,9.0,-1.8,-0.1,-11.822725342556728,-8.507694577259349,-0.1,-0.1,0.0
53,Bogdan Bogdanovic,27.884615384615383,13.5,0.6,-2.585796620573383,1.2283255426514514,2.9,1.8,1.0999999999999999
54,Bojan Bogdanovic,30.8,13.9,0.8,-1.7453690127972652,0.040157268294060966,5.4,3.8,1.6000000000000005
55,Andrew Bogut,9.391304347826088,10.9,0.1,-1.8155557068259407,-4.848961477758033,0.4,0.1,0.30000000000000004
56,Joel Bolomboy,6.333333333333333,11.7,-0.1,-8.203709382640072,-3.488537248836206,0.1,0.0,0.1
57,Devin Booker,34.53703703703704,18.1,1.2,-1.4824883477150022,0.6572051287696419,2.4,1.9,0.5
58,Trevor Booker,17.029411764705884,14.9,0.4,-2.6061748209209386,-0.8920317113949676,2.9,1.6,1.2999999999999998
59,Chris Boucher,1.0,-28.5,0.0,-61.260635519407465,-39.962070239548645,0.0,0.0,0.0
60,Avery Bradley,31.152173913043477,9.6,-0.8,-5.87399952473571,-3.619123929112158,-0.2,-1.4,1.2
61,Tony Bradley,3.2222222222222223,9.5,-0.1,-11.735429777366619,-6.937646726950068,0.0,0.0,0.0
62,Corey Brewer,16.77777777777778,11.2,0.4,-2.9061105181610527,-3.4015405820293996,2.3,0.7,1.5999999999999999
63,Malcolm Brogdon,29.916666666666668,14.3,0.2,-2.843653623753273,1.457890227491609,2.7,2.0,0.7000000000000002
64,Aaron Brooks,5.90625,9.8,-0.1,-5.297431113070775,0.3896908195456392,0.1,0.1,0.0
65,Dillon Brooks,28.658536585365855,9.8,-0.7,-4.913865391982631,-2.4250216764699783,1.2,0.1,1.0999999999999999
66,MarShon Brooks,27.571428571428573,26.1,0.3,3.89161327224774,4.164813051324986,0.7,0.6,0.09999999999999998
67,Anthony Brown,4.0,41.9,0.0,2.2038552048283915,17.457966672836488,0.0,0.0,0.0
68,Bobby Brown,5.75,5.5,-0.2,-10.029510956404213,-5.566296974939746,-0.2,-0.3,0.09999999999999998
69,Jaylen Brown,30.742857142857144,13.6,1.0,-1.9351450006025412,0.7103994333336664,4.5,1.2,3.3
70,Lorenzo Brown,9.928571428571429,8.2,0.0,-5.125197173323707,-3.490701495798003,0.2,0.0,0.2
71,Markel Brown,7.75,-1.2,-0.1,-9.107319062685194,-7.45980310738047,0.0,-0.1,0.1
72,Sterling Brown,14.37037037037037,9.1,-0.4,-5.053778026501973,-5.72901907123037,0.7,0.0,0.7
73,Nicolas Brussino,2.5,-4.6,0.0,-18.272017485795885,-15.081714763533205,0.0,0.0,0.0
74,Thomas Bryant,4.8,9.9,0.0,-8.398355542932297,-4.9285595129282855,0.1,0.0,0.1
75,Reggie Bullock,27.93548387096774,13.6,1.2,-2.119581167008395,-0.40210448632779916,4.2,2.8,1.4000000000000004
76,Trey Burke,21.805555555555557,21.0,0.6,-1.1765228991202896,2.8103045505586075,2.4,2.0,0.3999999999999999
77,Alec Burks,16.546875,13.1,-0.2,-5.180472430029643,-5.007526480334876,1.9,0.2,1.7
78,Jimmy Butler,36.67796610169491,23.7,3.8,4.00753010774943,4.827091012193239,8.9,7.1,1.8000000000000007
79,Dwight Buycks,14.724137931034482,12.8,-0.2,-5.588281035890596,-4.512763468201751,0.2,-0.2,0.4
80,Bruno Caboclo,8.916666666666666,7.7,-0.1,-6.839172004819142,-5.844929060040538,0.0,-0.1,0.1
81,Jose Calderon,16.035087719298247,11.3,0.0,-3.4228123918036837,-1.0753717922977442,1.8,1.5,0.30000000000000004
82,Kentavious Caldwell-Pope,33.21621621621622,13.2,1.9,-1.0062903341460947,-0.2654890483950091,5.3,2.6,2.6999999999999997
83,Isaiah Canaan,21.1,13.5,0.0,-3.2292353722701965,-0.8321376227778686,0.6,0.5,0.09999999999999998
84,Clint Capela,27.486486486486488,24.5,2.6,1.7769276996157786,-0.7606313779316982,10.2,6.2,3.999999999999999
85,DeMarre Carroll,29.863013698630137,14.3,1.2,0.14286583581033124,-0.005316575885508712,4.1,2.3,1.7999999999999998
86,Vince Carter,17.689655172413794,10.8,0.2,-3.64539484566676,-3.556119810235562,1.2,0.3,0.8999999999999999
87,Michael Carter-Williams,16.057692307692307,10.8,0.3,-1.8265123784886792,-5.8806940650296795,0.9,-0.2,1.1
88,Alex Caruso,15.18918918918919,8.7,-0.1,-3.9706642290109624,-4.174484677644903,0.5,-0.1,0.6
89,Omri Casspi,13.962264150943396,15.5,0.1,-3.5491623915149373,-2.5402236951725587,2.2,1.2,1.0000000000000002
90,Willie Cauley-Stein,28.0,17.6,1.2,-1.9904816849002396,-1.3965155551389632,3.9,1.7,2.2
91,Tyler Cavanaugh,13.282051282051283,13.0,0.1,-2.5536808208902237,0.7225310482410181,1.2,0.9,0.29999999999999993
92,Mario Chalmers,21.53030303030303,10.4,-0.3,-3.427320225893133,-3.263539468034132,0.6,-0.6,1.2
93,Tyson Chandler,25.02173913043478,14.2,0.5,-1.0994871441945373,-3.115387490184995,2.7,1.9,0.8000000000000003
94,Wilson Chandler,31.7027027027027,11.0,0.6,-1.5018458876027,-2.834894079731047,3.3,2.1,1.1999999999999997
95,Marquese Chriss,21.208333333333332,11.1,0.0,-4.597534292358706,-4.577975301561589,0.7,-0.8,1.5
96,Ian Clark,19.66216216216216,9.4,-0.7,-6.799665649495649,-1.688871305002734,1.1,0.3,0.8
97,Jordan Clarkson,23.308641975308642,16.4,0.1,-3.039737039226565,-2.33260653140207,3.0,1.9,1.1
98,Gian Clavell,9.142857142857142,7.4,0.0,-5.226310721135086,-2.4119398436030295,0.1,0.0,0.1
99,Antonius Cleveland,7.235294117647059,4.5,-0.1,-6.452480757179011,-8.13818574516863,0.0,-0.2,0.2
100,John Collins,24.12162162162162,18.3,1.7,-0.6368700842119617,-1.3975754226420267,5.4,3.4,2.0000000000000004
101,Zach Collins,15.833333333333334,7.5,-0.3,-5.6502049218181565,-5.072489803650409,0.6,-0.7,1.2999999999999998
102,Kyle Collinsworth,15.0,10.0,0.0,-3.190452495553771,-5.466542530956025,0.5,-0.1,0.6
103,Darren Collison,29.246376811594203,18.8,2.1,0.8985330801044209,0.9803951481165192,7.6,5.8,1.7999999999999998
104,Nick Collison,5.0,13.2,-0.1,-9.056699762505446,-3.939138020228562,0.1,0.1,0.0
105,Mike Conley,31.083333333333332,15.4,0.0,-4.70164215981708,-0.560556461320515,0.6,0.4,0.19999999999999996
106,Pat Connaughton,18.146341463414632,9.3,0.3,-2.5875891137759686,-0.6531772714338716,2.5,1.2,1.3
107,Quinn Cook,22.424242424242426,12.8,0.0,-2.6417859523081404,-0.821069201938147,1.6,1.1,0.5
108,Charles Cooke,2.923076923076923,-5.1,-0.1,-15.346240453963782,-13.085631432613066,-0.2,-0.2,0.0
109,Jack Cooley,12.428571428571429,19.7,0.0,-1.5729707489087348,-1.9875897837635415,0.3,0.3,0.0
110,Matt Costello,8.0,9.7,0.0,-0.35344168027808376,-5.273028368673051,0.1,0.0,0.1
111,DeMarcus Cousins,36.1875,22.6,3.3,1.7082021896631234,1.8049756713291272,4.7,1.5,3.2
112,Robert Covington,31.65,12.9,2.9,1.1797256067410031,-0.6777776758594493,6.1,1.6,4.5
113,Allen Crabbe,29.293333333333333,12.3,0.7,-3.081619685046384,-1.506975555318114,3.2,1.8,1.4000000000000001
114,Torrey Craig,16.128205128205128,9.8,-0.1,-3.111316179983247,-3.9509540471598656,0.9,0.5,0.4
115,Jamal Crawford,20.6625,13.0,-0.8,-5.448434108290172,0.7661882000533464,1.3,0.9,0.4
116,Jordan Crawford,10.6,19.1,0.0,-3.2414907928036083,1.7945630063699487,0.2,0.1,0.1
117,Jae Crowder,26.125,10.4,0.1,-3.1207191149117226,-1.7890554920631834,2.6,1.0,1.6
118,Dante Cunningham,21.397260273972602,10.0,0.2,-3.4586550811760195,-4.335563866241134,2.4,1.1,1.2999999999999998
119,Stephen Curry,31.980392156862745,28.2,4.4,8.401230068024631,8.36475788779821,9.1,7.2,1.8999999999999995
120,Troy Daniels,20.531645569620252,9.8,-0.4,-4.316856893853671,-1.4831293632633085,1.4,1.4,0.0
121,Anthony Davis,36.36,28.9,4.9,4.841669664291497,2.5561928122881836,13.7,8.8,4.899999999999999
122,Deyonta Davis,15.209677419354838,16.6,0.3,-2.5239808401708785,-2.601935282145095,2.7,1.9,0.8000000000000003
123,Ed Davis,18.858974358974358,15.5,0.7,-1.8706419309554756,-2.6797827952817186,5.0,2.5,2.5
124,Dewayne Dedmon,24.870967741935484,15.8,1.0,-0.15911697576249928,-1.287893403718304,3.7,1.8,1.9000000000000001
125,Sam Dekker,12.095890410958905,11.5,-0.2,-3.9141820873852198,-3.320021056118568,1.2,0.6,0.6
126,Malcolm Delaney,18.77777777777778,10.6,-0.4,-4.908644195563436,-3.7595922144063354,1.0,0.4,0.6
127,Matthew Dellavedova,18.736842105263158,8.6,-0.7,-7.512119542528378,-2.5832458836374252,0.5,0.3,0.2
128,Luol Deng,13.0,5.5,0.0,-10.135236340917217,-6.876961016120417,0.0,0.0,0.0
129,DeMar DeRozan,33.8875,21.0,2.6,0.6967483857985532,1.0266795841535803,9.6,6.8,2.8
130,Cheick Diallo,11.173076923076923,17.0,-0.2,-3.667670873987541,-3.9831782819269734,1.9,1.1,0.7999999999999998
131,Gorgui Dieng,16.873417721518987,14.7,0.5,-1.7737542544215072,-1.427468879365021,2.9,1.6,1.2999999999999998
132,Spencer Dinwiddie,28.825,15.9,1.3,-0.3931550848664785,0.9020256144658401,5.7,4.3,1.4000000000000004
133,Tyler Dorsey,17.392857142857142,10.0,-0.5,-7.268850670404979,-0.6927249709434933,0.4,0.0,0.4
134,Damyean Dotson,10.772727272727273,11.6,-0.1,-4.828423888893281,-1.4361180258182182,0.6,0.3,0.3
135,Milton Doyle,12.5,5.2,-0.1,-5.501525047249624,-6.230363039758935,-0.1,-0.3,0.19999999999999998
136,PJ Dozier,1.5,-5.0,0.0,-36.54986810120391,-25.77071932150059,0.0,0.0,0.0
137,Goran Dragic,31.706666666666667,16.6,1.2,0.3361916213941941,-1.3641481444692847,5.3,2.9,2.4
138,Larry Drew,7.0,2.9,-0.2,-11.266816320322361,-8.241416845039538,-0.1,-0.1,0.0
139,Andre Drummond,33.65384615384615,22.9,5.0,3.9959515335960245,-1.0640076950978863,10.3,4.6,5.700000000000001
140,Jared Dudley,14.291666666666666,8.8,0.0,-2.8230627960098524,-3.910343141726286,0.8,0.5,0.30000000000000004
141,Kris Dunn,29.326923076923077,14.5,0.7,-1.4558271887002507,-1.811759996513092,0.8,-1.0,1.8
142,Kevin Durant,34.19117647058823,26.0,4.5,3.622965969900644,3.444650942325824,10.4,7.5,2.9000000000000004
143,Jarell Eddie,3.0,-1.9,0.0,-11.218454811302284,-10.279278296598301,0.0,0.0,0.0
144,Henry Ellenson,8.657894736842104,10.5,-0.4,-8.205340553895274,-4.596564235792466,0.1,-0.2,0.30000000000000004
145,Wayne Ellington,26.506493506493506,12.5,1.0,-0.7424892015846184,-0.060083837705855014,4.5,2.6,1.9
146,Joel Embiid,30.349206349206348,22.9,2.2,0.05442737974585521,-0.9334443599618992,6.2,2.3,3.9000000000000004
147,James Ennis,22.27777777777778,11.6,0.4,-2.46819696946723,-2.3659197964689356,3.1,2.0,1.1
148,Tyler Ennis,12.648148148148149,11.1,-0.1,-4.072304782250932,-4.3776987242266125,0.8,0.1,0.7000000000000001
149,Jawun Evans,16.208333333333332,7.2,-0.5,-5.837600591384609,-4.582289345679546,-0.2,-0.8,0.6000000000000001
150,Jeremy Evans,5.0,10.4,0.0,-9.618668560855625,-3.012528296515085,0.0,0.0,0.0
151,Tyreke Evans,30.903846153846153,21.1,2.3,2.1927707690180402,4.699130998596465,4.2,3.1,1.1
152,Dante Exum,16.785714285714285,16.7,0.0,-4.815129604667899,-2.675109392698473,0.7,0.3,0.39999999999999997
153,Kenneth Faried,14.40625,17.4,0.0,-2.3713731832495117,-1.811288619803502,1.3,0.9,0.4
154,Derrick Favors,27.961038961038962,18.8,2.5,0.04585392732000493,1.010611876858698,8.0,4.5,3.5
155,Kay Felder,8.75,3.6,-0.4,-13.828768376965927,-8.33918396429054,-0.5,-0.6,0.09999999999999998
156,Cristiano Felicio,17.763636363636362,12.5,-0.1,-3.341802841697105,-3.312845031249166,1.7,1.2,0.5
157,Raymond Felton,16.646341463414632,13.0,-0.3,-4.468681214101349,-2.5022591983659197,2.2,0.9,1.3000000000000003
158,Terrance Ferguson,12.508196721311476,7.4,-0.1,-3.4331255579027555,-2.2336381489046655,1.2,0.7,0.5
159,Yogi Ferrell,27.829268292682926,11.4,0.6,-2.339211071065234,-2.1401083164532806,3.0,1.5,1.5
160,Dorian Finney-Smith,21.333333333333332,7.6,-0.1,-4.568802172031573,-4.022069150904841,0.1,-0.2,0.30000000000000004
161,Bryn Forbes,18.9625,9.1,-0.4,-4.594218876190234,-1.0414395330315809,2.1,0.8,1.3
162,Evan Fournier,32.228070175438596,15.5,0.7,-4.330035269059667,1.3628818703689354,3.3,2.4,0.8999999999999999
163,De'Aaron Fox,27.753424657534246,11.2,-1.2,-3.369517809168965,-2.4708867944876562,-0.6,-1.7,1.1
164,Tim Frazier,14.203389830508474,11.3,0.0,-4.608570448136247,-2.9584018629142737,1.4,0.4,0.9999999999999999
165,Channing Frye,13.11320754716981,13.1,0.1,-3.2883942098699164,-2.4546141141085718,1.5,0.9,0.6
166,Markelle Fultz,18.071428571428573,12.4,-0.1,-5.310920606658087,-4.951103690387651,0.2,-0.2,0.4
167,Danilo Gallinari,31.952380952380953,13.8,0.1,-3.890372446472353,-2.0064407464504592,1.2,0.8,0.3999999999999999
168,Langston Galloway,14.879310344827585,12.2,0.1,-0.7097341963950603,0.5995270368314083,1.4,0.5,0.8999999999999999
169,Marc Gasol,32.986301369863014,17.4,2.1,-0.3208893954738039,-1.31499887003783,4.0,1.5,2.5
170,Pau Gasol,23.532467532467532,18.9,2.4,0.1692878260844286,-2.33742080334209,6.0,2.7,3.3
171,Rudy Gay,21.596491228070175,18.0,0.7,-1.0477683209265762,-1.9084389539127928,3.1,1.0,2.1
172,Paul George,36.59493670886076,18.7,3.3,0.9538937616010466,2.1478980249431925,8.9,5.0,3.9000000000000004
173,Marcus Georges-Hunt,5.333333333333333,6.9,-0.1,-5.5697571874084755,-3.0168117452040457,0.2,0.2,0.0
174,Jonathan Gibson,10.0,25.4,0.0,-1.2746521798754524,7.960008232975772,0.2,0.1,0.1
175,Taj Gibson,33.24390243902439,15.4,2.1,-1.7055997731125507,-0.14018143262306404,7.2,5.4,1.7999999999999998
176,Manu Ginobili,19.984615384615385,12.9,0.3,-2.4515062207314955,-1.5693375440532018,2.2,0.6,1.6
177,Rudy Gobert,32.42857142857143,20.7,2.9,2.8072585291644048,0.24180714552018162,8.1,4.2,3.8999999999999995
